"timestamp","title","price","market","surface","location","remote_support","lighting","advertiser_type","description","no_of_rooms","form_of_property","url","is_for_sale","posting_id"
"2023-12-19","NOWY ETAP|Tylko2 takie mieszkania|Kredyt2%|Sprawdź","319680","market,primary","35.55","ul. Świtezianki, Radogoszcz, Bałuty, Łódź, łódzkie","true","null","agency","Start sprzedaży nowego etapu inwestycji!! OFERTA PROMOCYJNA !!
Piękne mieszkanie dwupokojowe z widną kuchnią !!

-&gt; zaledwie 4 minuty na pieszo to przystanku komunikacji miejskiej
-&gt; dostępne miejsca postojowe w hali garażowej
-&gt; najlepsze warunki 
-&gt; bez jakichkolwiek prowizji

OFERTA BEZPOŚREDNIO OD DEWELOPERA. Inwestycja mieści się zaledwie 6,5 kilometra od ścisłego centrum.
-&gt; możliwość skorzystania z programu 'bezpieczny kredyt 2%' oraz 'mieszkanie bez wkładu'. U nas te programy można łączyć !! 
W ofercie posiadamy piękne mieszkania 1/2/3/4-pokojowe z przestronnymi balkonami. Klucze za rok. 
Razem płynnie przejdziemy przez cały proces zakupu nieruchomości.Wszystkie formalności związane z kredytowaniem nieruchomości załatwimy na miejscu.Opis mieszkania:Na sprzedaż słoneczne mieszkanie dwupokojowe z widną kuchnią, położona na pierwszym piętrze w nowoczesnym budynku. Wystawa okien zachodnia. Do mieszkania przynależy przestronny balkon na którym znajdziesz dodatkową przestrzeń do odpoczynku.Mieszkanie tworzy przestronny salon z aneksem kuchennym oraz duża sypialnia. W przedpokoju miejsce na dużą szafę. W łazience bez najmniejszych problemów zmieścimy wannę. Przemyślany układ pomieszczeń tworzy doskonałą funkcjonalność.Opis budynku:Kameralnie położone budynki w bardzo dobrym standardzie. Do każdego z mieszkań przynależy balkon. Duże przestrzenie między budynkami gwarantują poczucie intymności.Przy budynku przewidziane są miejsca parkingowe naziemne.Opis lokalizacji:Inwestycja mieści się w dobrze skomunikowanej okolicy, to gwarancja codziennej wygody, a bliskość arterii drogowych zapewnia szybki dojazd do Centrum. W pobliżu osiedla znajdziesz sklepy (zarówno małe, jak i duże), usługi, placówki edukacyjne, przychodnie i poradnie medyczne. I oczywiście miejsca do rekreacji.

*Prezentowana oferta nie stanowi oferty handlowej w rozumieniu Art. 66§1 Kodeksu Cywilnego, a dane w niej zawarte maja charakter jedynie informacyjny i mogą ulec zmianie.
Zostawiając nam swoje dane wyrażają Państwo zgodę na przetwarzanie podanych przez siebie danych osobowych. ","2","pełna własność","https://otodom.pl/pl/oferta/nowy-etap-tylko2-takie-mieszkania-kredyt2-sprawdz-ID4onZL","true","4onZL"
"2023-12-19","Bez wkładu, Dni Otwarte - przyjdź po 80tyś. rabatu","562500","market,primary","59.23","Orunia Górna - Gdańsk Południe, Gdańsk, pomorskie","null","null","agency","1. Przyjdź na DZIEŃ OTWARTY i zgarnij RABAT !!!2. Wykorzystaj ostatni moment, aby skorzystać z programu Bezpieczny Kredyt 2%3. Nie czekaj na kolejne podwyżki - kup mieszkanie z gwarancją ceny!OFERTA BEZPOŚREDNIA OD DEWELOPERA Jak wygląda zakup mieszkania:- podpisujesz umowę rezerwacyjną - zwrotna opłata w wysokości jedynie 1.000zł- pomagamy we wszelkich czynnościach związanych z uzyskaniem kredytu z dopłatą rządową- nie wymagamy wkładu własnego- po uruchomieniu środków z kredytu odbierasz klucze do swojego mieszkania Korzyści:- zwrotna opłata rezerwacyjna w przypadku nie uzyskania kredytu- brak ukrytych kosztów czy prowizji- możliwość podpisania aktu notarialnego za 0zł- wykorzystanie dopłat rządowych- brak wkładu własnego - wykorzystaj swoje oszczędności na wykończenie mieszkania- brak podatku - zakup bezpośredni od dewelopera zwalnia Cię z obowiązku podatkowego- gwarancja ceny - po podpisaniu umowy rezerwacyjnej cena Twojego mieszkania nie ulegnie zmianie- dodatkowe promocje na miejsca postojowe - Bezpośredni kontakt z doradcąZadzwoń i umów się na spotkanie - biuro otwarte w godzinach poniedziałek - piątek od 9:00 do 18:00sobota od 9:00 do 15:00Infolinia: 508-484-033Czynna w godzinach: 8-20 poniedziałek - sobota  • Inwestycja jest zlokalizowana w południowej części Gdańska przy węzłach drogowych drogi S6 (Trójmiejska Obwodnica), 7 (Warszawa) i 1 (Łódź) - wszystko w odległości 3-4 min• W pobliżu pełna infrastruktura handlowo usługowa: szkoła, przedszkole, żłobki, sklepy, lokale usługowe, kościół, przychodnia zdrowia, apteka itd.• Tereny zielone, park. Kilka minut spacerem od inwestycji znajduje się urokliwy potok oraz zbiorniki retencyjne ""Świętokrzyska"" które połączone lasem tworzą wyjątkowy teren rekreacyjny do uprawiania sportu.• Inteligentne mieszkanie - steruj światłem, prądem, wodą, temperaturą czy roletami z aplikacji• Stacja do ładowania samochodów elektrycznych• 3min przystanek autobusowy • 5min/12min (samochód/autobus) do pętli tramwajowej• 12/20min (samochód/autobus) do centrum (Dworca Głównego)• 3 min pieszo do sklepu Lidl• wszystkie media z sieci miejskiej. Czynsz ok 5 zł/m2 W ofercie aż 6 inwestycji o których dowiesz się na jednym spotkaniu.","4","pełna własność","https://otodom.pl/pl/oferta/bez-wkladu-dni-otwarte-przyjdz-po-80tys-rabatu-ID4oj9F","true","4oj9F"
"2023-12-19","Mieszkanie na start Taras Bezpieczny Kredyt 2%","475494","market,primary","36.86","ul. Rudawska, Poświętne, Psie Pole, Wrocław, dolnośląskie","null","null","agency","Remigiusz Pawlickitel. 577 677 808* kupujący nie płaci prowizji, ani PCC* Rozwinięta infrastruktura* Gotowe w III Kwartale 2025Idealne na start mieszkanie w spokojnej okolicy.W skład mieszkania wchodzi:-Pokój z aneksem-Sypialna-Łazienka-Przedpokój-Taras-Miejsce postojowe w garażu podziemnym 35000 zł lub miejsce postojowe naziemne 25000 zł zakup obowiązkowy.-Komórka lokatorska 6000 zł/m2 powierzchnia około 3 m2 zakup nieobowiązkowy.*Osiedle ogrodzone i monitorowane*Liczne tereny rekreacyjne, dużo zieleni śródmiejskiej*Dobra komunikacja z centrum miasta*Dobrze rozwinięta infrastruktura wokół osiedlaLokalizacjaPark Marii Dąbrowskiej (20 minut spacerem)Przystanek autobusowy (4 minuty spacerem)Pętla tramwajowa (13 minut spacerem)Lidl (6 minut samochodem)Centrum Handlowe Marino, Biedronka (5 minut samochodem)Wjazd na AOW (7 minuty samochode5,2 km do centrum5 min. spacerem do przystanku autobusowego14 min. spacerem do przystanku tramwajowegodojazd do centrum: 20 min samochodemPrzystanek autobusowy (305 m, 5 minut spacerem)Dostępne inne metraże i układytel. 577 677 808Remigiusz PawlickiW ramach usługi pośrednictwa, dla naszych klientów zapewniamy profesjonalnych doradców finansowych z ofertą kredytową wielu banków.Interesują cię inne lokalizacje? Zadzwoń, w swojej ofercie posiadam około 80 inwestycji na rynku pierwotnym we Wrocławiu i okolicach!********Zamieszczona oferta nie stanowi oferty w rozumieniu Kodeksu Cywilnego, a dane w nich zawarte mają jedynie charakter informacyjny.A/0/5","2","pełna własność","https://otodom.pl/pl/oferta/mieszkanie-na-start-taras-bezpieczny-kredyt-2-ID4o8fF","true","4o8fF"
"2023-12-19","Unikalna oferta w zabytkowej kamienicy","925000","market,secondary","64.43","ul. Powstańców Warszawskich, Suchanino, Gdańsk, pomorskie","true","null","agency","Oferta specjalna: Unikalne mieszkanie z prywatnym ogrodem, piwnicą w historycznej kamienicy z 1927 r. w dzielnicy Aniołki, Gdańsk. Gotowy biznes lub idealne miejsce do natychmiastowego zamieszkania!3 pokojowe mieszkanie o powierzchni 64,43m².Ekspozycja dwustronna: południowo-zachodnia i północno-wschodnia.W pełni wyposażone i gotowe do zamieszkania mieszkanie.Składa się z 2 sypialni, salonu, kuchni.Duży, prywatny ogród o powierzchni 65 m², idealny na relaks i spotkania towarzyskie.Do mieszkania przynależy również piwnica (ok. 15 m²) i strych (ok. 30 m²).Wejście do klatki schodowej zabezpieczone domofonem.Zadbana, odnowiona klatka schodowa, czysta i estetyczna.Obecnie mieszkanie jest wynajmowane w najmie krótkoterminowym, co daje możliwość przejęcia gotowego biznesu.Budynek:Mieszkanie położone na I piętrze trzypiętrowej kamienicy z 1927 r. w urokliwej dzielnicy Aniołki w Gdańsku. Kamienica wzniesiona z cegły, co gwarantuje solidną konstrukcję.Lokalizacja:-Umożliwia szybki dostęp do serca Gdańska, co sprawia, że ​​usługi, zakupy i atrakcje miejskie są łatwo dostępne.-Bliskość do Gdańskiego Uniwersytetu Medycznego i Politechniki czyni to miejsce atrakcyjnym dla studentów oraz osób związanych z akademickim środowiskiem.-Doskonała komunikacja z całym Trójmiastem dzięki liczby linii autobusowych obsługujących ten obszar. Łatwy dostęp do środków transportu publicznego ułatwia poruszanie się po okolic-Pełna infrastruktura handlowo-usługowa na osiedlu, w tym sklepy, apteka, punkty gastronomiczne, zapewniają wygodę mieszkańcom.-Obecność dużej ilości zieleni i terenów rekreacyjnych wokół sprawia, że mieszkanie jest idealne dla tych, którzy cenią aktywny tryb życia i kontakt z naturą.To unikalna oferta dla tych, którzy cenią wyjątkowy charakter historycznych kamienic i pragną łączyć urok tradycji z nowoczesnością. Duży ogród, piwnica i strych dodają dodatkowego uroku temu mieszkaniu. Idealna inwestycja lub miejsce do natychmiastowego zamieszkania.Nie przegap tej okazji! Skontaktuj się z nami już dziś, aby umówić się na bezpłatną prezentację! TEKTON PROPERTY TO NAJLEPSZE BIURO NIERUCHOMOŚCI W POLSCE WG KONKURSU LIDER NIERUCHOMOŚCI OTODOM 2020.Znajdź nas w swoim mieście: Gdańsk, ul. Chmielna 10 - Warszawa, Plac Dąbrowskiego 1/311 - Wrocław, ul. Kasztanowa 3A/118 - Kraków, ul. Józefitów 7/4 - Poznań, ul. Rembertowska 15B/2 - Łódź, ul. Zachodnia 70 pok. 223.Podejmując współpracę z przedstawicielami Tekton Property zyskujesz:- oszczędność czasu- weryfikację dokumentów od strony formalno-prawnej- wsparcie agenta na każdym etapie transakcji- pomoc przy uzyskaniu kredytu hipotecznego w kilkunastu bankach- wgląd do umów przed zawarciem aktu notarialnego u sprawdzonych Notariuszy- własne analizy makroekonomiczne i raporty z prowadzonych działań- dostęp do cen transakcyjnych z okolicy Skontaktuj się z opiekunem oferty, a on poprowadzi Cię przez wszystkie etapy transakcji.Zapraszamy do współpracy!Niniejsze ogłoszenie nie stanowi oferty handlowej w rozumieniu przepisów art. 66 k.c., a przedstawione dane mają charakter informacyjny.","3","pełna własność","https://otodom.pl/pl/oferta/unikalna-oferta-w-zabytkowej-kamienicy-ID4o8X6","true","4o8X6"
"2023-12-19","Przytulne mieszkanie z ogródkiem/Tereny zielone","573420","market,primary","47.83","ul. Ibn Siny Awicenny, Oporów, Fabryczna, Wrocław, dolnośląskie","null","null","agency","2 pokoje z ogródkiemZielone osiedle na Południowy-Zachodzie WrocławiaOFERTA DZIAŁU DEWELOPERSKIEGO SDP NIERUCHOMOŚCI.Opiekun oferty: Julia AndrulewiczNr Licencji PFRN 28332tel. 602 101 6022- pokojowe mieszkanie o projektowanej powierzchni 47,83m2 znajduje się na parterze w 3 piętrowym budynku z windą w Południowo-Zachodniej części miasta.Układ mieszkania:- Salon z aneksem kuchennym 24,6(możliwość wydzielenia kuchni do układu:salon - 16,6m2 + kuchnia 8m2)- Pokój 10,7m2- Łazienka 4,9m2- Przedpokój 7,6m2- Balkon 4,8m2- Ogródek 23,9m2* Oferta zawiera przykładowe wizualizację wnętrza.Najważniejsze informacje:Mieszkanie w stanie deweloperskim - do własnej aranżacjiZakładany czynsz - ok. 450 złMieszkanie jednostronneWystawa okien: WschodniaCiche windy z poziomów -1. Na terenie klub fitness dla mieszkańca.Monitoring 24h, kontrola wjazdu dla ruchu kołowego.Każdy budynek ma własną rowerownię i wózkownię.Przystosowane dla osób niepełnosrawnychPlanowane zakończenie budowy: Marzec 2025Planowane wydanie kluczy: Maj 2025 Możliwość zakupu miejsc postojowych w garażu podziemnym oraz komórek lokatorskich.Otoczenie nieruchomości:Inwestycja położona bardzo blisko terenów zielonych, tj. Park Grabiszyński (2,5 km) oraz las Oporowski (2,1 km), w willowej okolicy i niskiej zabudowie.Usytuowanie budynku, zapewnia dostęp do pełnej infrastruktury handlowo-usługowej potrzebnej do codziennego funkcjonowania (sklepy i usługi, szkoły, przedszkola, żłobki, przychodnia, plac zabaw, apteki, restauracje, Kąpielisko &quot;Oporów&quot; MCS Wrocław).Do Alei Bielany dostaniemy się w zaledwie 7 min samochodem, a kolej podmiejska ze stacją Wrocław Zachodni w 10 minut zawiezie nas na Dworzec Główny.Komunikacja miejska:- 15 min pieszo do pętli tramwajowej - 4 linie tramwajowe w stronę Placu Dominikańskiego, Grunwaldzkiego, osi Legnickiej czy Księża. - 3 min pieszo do przystanku MZK - Autobusy w stronę ścisłego Centrum, Krzyków, Brochowa, Gaju i Psiego Pola. - 15 min pieszo do stacji PKP Wrocław Zachód.Rekomendacja Eksperta SDP Nieruchomości:Tą nieruchomość polecam osobom ceniących dobrą lokalizację i towarzystwo terenów zielonych.Polecam, Julia AndrulewiczNiedostateczne środki? To nie problem: Pomagamy w uzyskaniu finansowania na tę i inne nieruchomości.Zadzwoń i zapytaj o szczegóły.Zapraszamy na prezentację!Opiekun ofertyJulia AndrulewiczNr Licencji PFRN 28332tel. 602 101 602","2","pełna własność","https://otodom.pl/pl/oferta/przytulne-mieszkanie-z-ogrodkiem-tereny-zielone-ID4ntG1","true","4ntG1"
"2023-12-19","Mieszkanie, 44,88 m², Sianożęty","785000","market,secondary","44.88","ul. Akacjowa, Sianożęty, Ustronie Morskie, kołobrzeski, zachodniopomorskie","null","null","agency","Dwupokojowe mieszkanie blisko morza,z balkonem i miejscem parkingowym na posesji za bramą.Wykończony w wysokim standardzie,w pełni umeblowany, z ciekawym oświetleniem i ogrzewaniem podłogowym!W nowym budynku z windą.Czynsz 395zł + energia elektryczna i media wg zużycia.12 km od Kołobrzegu, z szybkim dojazdem, w pobliżu węzła S6.Do plaży ok 800m, w pobliżu ścieżki rowerowej Kołobrzeg - Mielno.Blisko do sklep&oacute;w i market&oacute;w, czy gastronomii.Cisza i spok&oacute;j nadmorskiej miejscowości lubianej przez turyst&oacute;w.Gotowy do szybkiego wydania.Zapraszam, nie szukaj dalej ta oferta jest tylko u nas!Anna Rębacz-Robaszkiewicztel.: 606 766 100Pośrednik odpowiedzialny zawodowo za wykonanie umowy pośrednictwa:  (licencja nr: 14183)-Klienci korzystający z naszych usług otzrymują RABAT -10% na zakupy w LEROY MERLIN.  Jeżeli zainteresowała cie Nasza oferta, szukasz czegoś podobnego lub całkiem innego - ZADZWOŃ ! Możliwe, że masz coś takiego lub ciekawszego również na sprzedaż - ZADZWOŃ ! Oferujemy również nadzór przy transakcji dla klientów kupujących bezpośrednio. Posiadamy doświadczony i wykwalifikowany zespół agentów, oraz różnorodną bazę ofert. Przeprowadzimy rzetelnie każdą transakcje, zaoszczędzimy Ci wiele czasu, stresu i niepotrzebnych zmartwień. Opis oferty zawarty na stronie internetowej sporządzany jest na podstawie oględzin nieruchomości oraz informacji uzyskanych od właściciela, może podlegać aktualizacji, nie stanowi oferty  w rozumieniu Kodeksu Cywilnego i ma charakter wyłącznie informacyjny. ","2","pełna własność","https://otodom.pl/pl/oferta/mieszkanie-44-88-m-sianozety-ID4n9eH","true","4n9eH"
"2023-12-19","kawalerka w nowym bud na Nowym Mieście","158000","market,secondary","32","Nowe Miasto, Wałbrzych, dolnośląskie","null","null","agency","OFERTASprzedaży mieszkania położonego w Wałbrzychu na Nowym Mieście w plombie przy ulicy PiłsudskiegoMIESZKANIE- na  trzecim piętrze lokal mieszkalny składający się z 1 pokoju, kuchni, łazienki z wc i przedpokoju -razem  32,00 m2- stan lokalu - dobry- ogrzewania miejskie- łazienka po remoncie- okna pcv- czynsz około 330 złotych- do mieszkania przynależy piwnicaOTOCZENIE I BUDYNEK- Nowe Miasto, spokojna okolica okolice przychodni zdrowia psychicznego- blisko sklepy, przystanki, plac zabaw-okna wychodzą na podwórka- brak hałasu ulicznegoCENA- 159 tys-- Cena do negocjacjiLOKAL IDEALNY DO ZAKUPU INWESTYCYJNEGO POD WYNAJEMKORZYŚCI- bezpieczny zakup z doświadczonym pośrednikiem- zdecydowana zniżka taksy notarialnej- ubezpieczenie zakupionego lokalu na rok- 10 % rabatu na karcie podarunkowej firmy BEL-POL- kompleksową pomoc w uzyskaniu kredytu- przepisanie umów na gaz i prąd w imieniu klientakontakt w sprawie ofertyARTUR KASPEROWICZ 883 334 836Niniejsza prezentacja oferty nie jest ofertą w rozumieniu Kodeksu Cywilnego i ma charakter wyłącznie informacyjny.Oferta wysłana z programu dla biur nieruchomości ASARI CRM ()","1","pełna własność","https://otodom.pl/pl/oferta/kawalerka-w-nowym-bud-na-nowym-miescie-ID4ocm0","true","4ocm0"
"2023-12-19","Mieszkanie 4 pokojowe 77,17m2","514543","market,primary","77.17","ul. Sosnowa, Zastaw, Rybnik, śląskie","null","null","developer","Przedstawiamy Państwu naszą najnowszą inwestycję tym razem w Rybniku przy ul. Sosnowej. Inwestycja znajduje się w cichej i spokojnej dzielnicy Rybnika - Paruszowiec. Pragniemy poinformować, że I etap budowy został w całości oddany do użytkowania. Składa się z 3 budynków wielorodzinnych E,F,D.Są to budynki czterokondygnacyjne z garażami podziemnymi. W hali garażowej znajdują się miejsca postojowe oraz komórki lokatorskie. W każdym budynku znajdują się 24 mieszkania po 6 mieszkań na każdej z kondygnacji. Mieszkania posiadają zróżnicowaną powierzchnię od 34m2 do 76m2, każdy znajdzie tu coś dla siebie.Ze względu na swoją lokalizację, dużym atutem jest szybki dojazd do centrum miasta, jak również do miast ościennych tj: Żory, Jastrzębie Zdrój, Wodzisław Śląski, Gliwice. W pobliżu znajduje się również autostrada A1.Prezentowane mieszkanie posiada powierzchnię 77,17m2, usytuowane jest na I piętrze. Mieszkanie charakteryzuje się nowoczesnym funkcjonalnym rozkładem pomieszczeń, posiada balkon o powierzchni 6,8m2. Istnieje również możliwość dokupienia miejsca postojowego w hali garażowej.Osoba kupująca nie płaci prowizji ani podatku PCC w wysokości 2%Zakup bez pośrednio od dewelopera.Dla naszych klientów posiadamy również kartę rabatowa do sklepów BEL-POL.Więcej informacji znajdą Państwo na naszej stronie internetowej  lub pod numerem telefonu 602 638 719Zapraszam!!!","4","pełna własność","https://otodom.pl/pl/oferta/mieszkanie-4-pokojowe-77-17m2-ID4ofQl","true","4ofQl"
"2023-12-19","Os. Konstytucji- 2 pok- osobna kuchnia","320000","market,secondary","47","ul. Jana Pawła II, Nowa Sól, nowosolski, lubuskie","true","null","agency","B i u r o   4 KĄTY  N I E R U C H O M O Ś C I  ma przyjemność zaprezentować przestronną,  nieruchomość z funkcjonalnym układem 2 pokoi, osobnej kuchni, łazienki z WC i przedpokoju. - I N F R A S T U K T U R A - Mieszkanie usytuowane na jednym z najbardziej rozwiniętych osiedli-os. Konstytucji 3 maja. Położone w zachodniej części miasta. Doskonała lokalizacja dla osób ceniących sobie bliskość centrum - ok 2,5 km .W bliskiej odległości znajduje się przystanek autobusowy umożliwiający łatwą komunikację z resztą miasta. Dogodny i sprawny dojazd do drogi ekspresowej s3.  Bardzo dobrze rozwinięta infrastruktura usługowo- handlowa, w bliskiej okolicy: liczne sklepy, punkty usługowe, warzywnik, piekarnia. Nieopodal Szkoła Podstawowa nr 8, przedszkole nr 12, liceum oddalone ok 3 km. - B U D Y N E K -Zadbany, czteropiętrowy budynek z 1983 roku zarządzany przez Spółdzielnię Mieszkaniową, po przebytym procesie termomodernizacji.  Odświeżone klatki schodowe.- M I E S Z K A N I E -     Mieszkanie usytuowane na II piętrze  jest dwustronne, z ekspozycją na północną i południową stronę świata. Bardzo funkcjonalny układ pomieszczeń, w skład którego wchodzą: przedpokój, salon, osobna kuchnia, pokój, łazienka.  - Przestronny salon z wyjściem na balkon, doskonale doświetlony naturalnym światłem. Pakowna, komfortowa szafa w zabudowie z lustrzanymi drzwiami, optycznie powiększa pomieszczenia. - Osobna kuchnia ze strefą jadalnianą.  Meble kuchenne w jasnej kolorystyce, wyposażone w sprzęt AGD : okap, płytę gazową, piekarnik, zmywarkę, lodówkę z zamrażalnikiem. Dodatkowo zaaranżowano strefę jadalnianą. Pomieszczenie doświetlone oknem. - W sypialni szafa w zabudowie, 2 kanapy, biurko.  - Łazienka wyposażona jest w  wannę, umywalkę z szafką, lustro. Całość wyłożona płytkami w białej tonacji.- Na powierzchni mieszkania w pokojach położono panele podłogowe, w kuchni, łazience i przedpokoju funkcjonalne płytki.Okna PCV.  - U K Ł A D   P O M I E S Z C Z E Ń -- S A L O N o powierzchni ok 18 m2  -- S Y P I A L N I A o powierzchnia ok: 11 m2-- K U C H N I A o powierzchni ok : 8,5 m2 -- Ł A Z I E N K A o powierzchni około: 3 m2- - P R Z E D P O K Ó J  o powierzchni około : 6,9 m2-PIWNICA  - O P Ł A T Y -- czynsz ok. 600 zł- w tym rozliczenie wody, C.O.,opłaty eksploatacyjne, wywóz śmieci, fundusz remontowy _______ATUTY NIERUCHOMOŚCI:_______-ATRAKCYJNA L O K A L I Z A C J A bardzo dobre połączenie z resztą miasta -- PEŁNA INFRASTRUKTURA-- NISKI BLOK-- FUNKCJONALNY UKŁAD POMIESZCZEŃ - _P O L E C A M Y __________4 K Ą T Y   N I E R U C H O M O Ś C I__________PATRYCJA   D O M A G A Ł Anr tel.: 603 55 73 73  ::oferta eksportowana z programu mediaRent::","2","spółdzielcze wł. prawo do lokalu","https://otodom.pl/pl/oferta/os-konstytucji-2-pok-osobna-kuchnia-ID4onUH","true","4onUH"
"2023-12-19","Bezpośrednio, Owińska 3 pokoje+2 piwnice i garaż","370000","market,secondary","58.6","ul. Bydgoska, Owińska, Czerwonak, poznański, wielkopolskie","null","null","private","Sprzedam 3 pokojowe mieszkanie własnościowe z KW zlokalizowane w miejscowości Owińska.  Mieszkanie usytuowane jest na parterze, w dwupiętrowym, 8 mieszkaniowym bloku (4 mieszkania w jednej klatce) wybudowanym na przełomie lat 1974/1975.   Cena: 370 000,00 zł Czynsz około 230 zł (dla 1 osoby) płatny do Spółdzielni Mieszkaniowej Dodatkowe opłaty: energia, woda, ogrzewanie  Powierzchnia mieszkania wynosi 58,6 m2 i składa się z: - Pokój 1 – 18 m2 - Pokój 2 – 12,3 m2 - Pokój 3 – 8 m2 - Kuchnia – 9m2 - Skrytka – 1,9 m2 - Łazienka – 4,1 m2 - Korytarz – 5,3 m2  Do mieszkania przynależne są: - dwie piwnice o łącznej powierzchni 40,9 m2, - budynek gospodarczy / garaż z poddaszem użytkowym o powierzchni 17,4 m2. Budynek usytuowany jest w odległości około 100 m od mieszkania i posiada odrębną KW.  Mieszkanie ogrzewane jest piecami kaflowymi. Możliwość podłączenia gazu z klatki schodowej.   Mieszkanie dostosowane zostało dla osoby niepełnosprawnej. Istnieje możliwość korzystania z dwóch wejść tj. główne z klatki schodowej oraz drugie - podjazd murowany z boku budynku. Dla niezainteresowanych możliwością korzystania z podjazdu jest to furtka do stworzenia tarasu.   Blok został wyremontowany oraz ocieplony.  Przed budynkiem znajdują się ogólnodostępne miejsca postojowe.
Z okien widok na staw, w pobliżu mieszkania znajduje się park.

 Owińska to miejscowość położona niedaleko Poznania z bardzo dobrą komunikacją. Miejscowość jest otoczona lasami i pięknymi krajobrazami Puszczy Zielonka. To wszystko gwarantuje ścieżki rowerowe, szlaki spacerowe do aktywnego spędzania czasu z rodziną. Kilka minut od nieruchomości znajdują się: - żłobki, przedszkola i szkoły - apteki, przychodnie lekarskie

Zapraszam do kontaktu.","3","pełna własność","https://otodom.pl/pl/oferta/bezposrednio-owinska-3-pokoje-2-piwnice-i-garaz-ID4o9dZ","true","4o9dZ"
"2023-12-19","2 pokojowe nowe mieszkanie na sprzedaż","497158","market,primary","44.05","Stare Polesie, Polesie, Łódź, łódzkie","true","null","agency","HIT! 2 pokojowe nowe mieszkanie na sprzedaż
Główne atuty nieruchomości: • prestiżowa lokalizacja• doskonała komunikacja z centrum• bliskość komunikacji miejskiej
Nieruchomość złożona z: • przedpokój 4,63 m.kw• pokój z aneksem kuchennym 17,82 m.kw• łazienka 4,78 m.kw• pokój 10,25 m.kw• garderoba 6,57 m.kw
W skład nieruchomości wchodzą też:• balkon• miejsce parkingowe
Typ ogrzewania: ogrzewanie miejskie.
Typ własności: własność.
Sprzedaż od dewelopera. Klient kupujący nie płaci prowizji oraz podatku PCC.Zapraszam do zakupu nowego mieszkania w samym centrum Łodzi o powierzchni 44,05 mkw. Jest to jedno z najbardziej rozkładowych mieszkań w tej inwestycji. W cenie mieszkania mają państwo zagwarantowany pakiet Smart Home Premium oraz ubezpieczenie od utraty stałego źródła dochodu. Ogromnym atutem jest bliskość do komunikacji miejskiej, zarówno autobusów jak i tramwajów. Do parku czy obiektu sportowo-rekreacyjnego FALA jest zaledwie 2 km.Serdecznie polecam. w razie zainteresowania poproszę o pozostawienie imienia oraz nazwiska, numeru telefonu oraz adresu e-mail.
Uwaga! Zdjęcia są poglądowe!!!
Zapewniamy kompleksową obsługę klienta kupującego przez licencjonowanego pośrednika. W przypadku ubiegania się o kredyt zachęcamy do spotkania z naszym ekspertem finansowym. Pełna obsługa kredytowa, załatwienie wszelkich formalności bez ponoszenia dodatkowych kosztów.

ZADZWOŃ: . Czekamy na telefon od Ciebie.","2","pełna własność","https://otodom.pl/pl/oferta/2-pokojowe-nowe-mieszkanie-na-sprzedaz-ID4o9LU","true","4o9LU"
